brand_name,generic_name,drug_type,manufacturer,total_spending_2023,total_claims_2023,total_beneficiaries_2023,avg_spending_per_claim_2023,avg_spending_per_unit_2023,cost_per_beneficiary_2023,claims_per_beneficiary_2023
DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,Generic,Ascend Laborato,84193.79,2623,1338.0,32.098280595,0.5325306869,62.92510463378176,1.960388639760837
DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,Generic,Rhodes Pharmace,3218.9,71,37.0,45.336619718,0.7977096811,86.9972972972973,1.9189189189189189
DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,Generic,Sun Pharmaceuti,269051.98,7819,3160.0,34.4100243,0.5873418009,85.14303164556962,2.474367088607595
DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,Generic,"KVK-Tech, Inc.",408226.86,12710,4064.0,32.118557042,0.541133264,100.44952263779527,3.1274606299212597
DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,Generic,Tris Pharma Inc,243795.08,6839,2693.0,35.647767217,0.5998095051,90.52917935388042,2.539546973635351
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Overall,6100622.88,50665,9197.0,120.41099141,3.4067695302,663.3274850494727,5.508861585299554
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Camber Pharmace,329432.27,2678,1115.0,123.01429052,3.437076845,295.45495067264574,2.4017937219730943
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Northstar Rx Ll,246564.91,1841,780.0,133.9298805,3.7542423141,316.10885897435895,2.3602564102564103
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Granules Pharma,1828804.07,13934,4363.0,131.24760083,3.6912334901,419.1620605088242,3.193674077469631
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Lannett Co. Inc,1615117.18,15012,3979.0,107.58840794,3.1002682129,405.9103242020608,3.7728072379994972
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Par Pharm.,539256.08,4859,2085.0,110.98087672,3.1686949723,258.6360095923261,2.3304556354916066
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Teva USA,166460.43,1280,614.0,130.04721094,3.5879542952,271.1081921824104,2.0846905537459284
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Par Pharmaceuti,175004.61,1330,423.0,131.58241353,3.9554440315,413.72248226950353,3.144208037825059
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Sun Pharmaceuti,60543.22,470,309.0,128.8153617,3.7184869767,195.9327508090615,1.5210355987055015
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Sandoz,11579.35,97,37.0,119.37474227,3.7724371381,312.95540540540543,2.6216216216216215
DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,Brand,Amneal Pharmace,1127860.76,9164,3349.0,123.07515932,3.3991080622,336.77538369662585,2.7363392057330547
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Overall,5176355.8,55746,9950.0,92.856093711,1.0331957139,520.2367638190955,5.602613065326633
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Winder Laborato,92184.01,2567,1207.0,35.911184262,0.3361889184,76.37449047224523,2.1267605633802815
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Teva USA,795963.14,8968,3059.0,88.755925513,0.9773454566,260.2037070938215,2.9316770186335406
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Mallinckrodt Ph,1509514.0,18166,4824.0,83.09556314,0.8114825925,312.917495854063,3.76575456053068
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Tris Pharma Inc,63410.95,45,,1409.1322222,1.3527380749,,
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Sunrise Pharmac,955628.59,11437,2855.0,83.555879164,0.8419976933,334.72104728546407,4.005954465849387
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Wilshire Pharma,1253238.21,9147,2694.0,137.01084618,1.9892464107,465.19606904231625,3.39532293986637
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Aurobindo Pharm,56605.39,958,682.0,59.087045929,0.9789286255,82.99910557184751,1.404692082111437
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,Prasco Labs,74829.31,63,,1187.7668254,1.4182693656,,
DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,Generic,"KVK-Tech, Inc.",374982.2,4395,2342.0,85.320182025,0.9815021929,160.11195559350983,1.876601195559351
DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,Brand,Overall,6704234.96,38266,6750.0,175.20082998,2.3797200091,993.2199940740741,5.669037037037037
DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,Brand,Mallinckrodt Ph,2667776.32,15179,3766.0,175.7544186,2.3893443568,708.3845778013807,4.030536378120021
DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,Brand,Actavis/Teva,3985754.21,22763,5017.0,175.09793129,2.3722798356,794.449712975882,4.537173609726929
DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,Brand,Mayne Pharma In,50704.43,324,202.0,156.49515432,2.4515493191,251.0120297029703,1.603960396039604
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Overall,42221359.52,536849,97857.0,78.646620409,2.0656469241,431.4597782478515,5.486056184023626
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Sun Pharmaceuti,347641.59,4131,2847.0,84.154342774,2.3991523823,122.10804004214964,1.4510010537407798
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Elite Laborator,2922308.2,43965,15939.0,66.468968498,1.7643451165,183.34325867369347,2.7583286278938455
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Teva Pharm,79338.49,264,184.0,300.52458333,8.9166532563,431.18744565217395,1.434782608695652
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Lannett Co. Inc,5852183.11,71442,29173.0,81.915163489,2.0913526599,200.60271860967333,2.4489082370685225
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Amerigen/Ani Ph,646783.07,15751,10733.0,41.062984572,1.0709782158,60.26116370073604,1.4675300475170037
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,"Gsms, Inc.",395.24,15,,26.349333333,0.5270236513,,
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Prasco Labs,3595133.08,52105,17084.0,68.99785203,1.753740078,210.43860220088973,3.0499297588386796
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Granules Pharma,2076967.36,24923,12184.0,83.335367331,2.1313937423,170.4667892317794,2.0455515430072224
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Sandoz,10149179.77,131488,39611.0,77.187117988,2.0649835829,256.2212458660473,3.31948196208124
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Amneal Pharmace,2619151.21,27472,14690.0,95.338934552,2.5278132044,178.2948407079646,1.8701157249829816
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Rhodes Pharmace,515633.55,12506,8414.0,41.230893171,1.1030236825,61.28280841454718,1.4863323033040172
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Camber Pharmace,47441.64,683,552.0,69.460673499,2.5764622481,85.945,1.2373188405797102
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Actavis/Teva,9784146.45,108384,34117.0,90.272978023,2.3761203411,286.78214526482395,3.1768326640677667
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Par Pharm.,47475.09,1208,851.0,39.300571192,1.1289680914,55.787414806110455,1.4195064629847238
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Amerigen Pharma,377.17,12,12.0,31.430833333,1.0190122726,31.430833333333336,1.0
DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Mallinckrodt Ph,3537204.5,42500,16520.0,83.228341176,2.1856769966,214.11649515738497,2.572639225181598
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Overall,61462806.82,1526463,223418.0,40.264852027,0.6950864833,275.1023051857952,6.8323187925771425
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Acetris Health,9023.39,1585,1328.0,5.6929905363,0.0922456907,6.794721385542168,1.1935240963855422
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Elite Laborator,2947600.83,86741,34072.0,33.981633022,0.5802423703,86.5109424160601,2.5458147452453628
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Aurobindo Pharm,145055.57,3991,2311.0,36.345670258,0.6915159781,62.76744699264388,1.726958026828213
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Sun Pharmaceuti,9221.21,174,63.0,52.99545977,0.8337104262,146.3684126984127,2.761904761904762
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Camber Pharmace,26173.75,898,736.0,29.146714922,0.7301307776,35.56216032608695,1.2201086956521738
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Sunrise Pharmac,559998.01,12795,9256.0,43.766940993,0.7942120127,60.50108146067416,1.3823465859982713
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Northstar Rx Ll,3313220.83,74969,26278.0,44.194544812,0.7591861918,126.08344737042393,2.852918791384428
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Zydus Pharmaceu,16762.1,395,171.0,42.435696203,0.7866031356,98.02397660818713,2.309941520467836
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Oryza Pharmaceu,44131.11,1400,814.0,31.522221429,0.6412397163,54.21512285012285,1.71990171990172
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Granules Pharma,228323.88,5503,2993.0,41.490801381,0.6991033002,76.28596057467423,1.838623454727698
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Mallinckrodt Ph,2962812.5,78307,39270.0,37.835857586,0.6591940297,75.44722434428317,1.9940667175961293
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Teva USA,23071514.65,549851,123818.0,41.959575685,0.7118103038,186.33409237752184,4.440800206755076
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Rhodes Pharmace,32675.83,3373,2662.0,9.6874681293,0.1866117862,12.274917355371901,1.267092411720511
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Alvogen Inc,4430113.07,108870,40375.0,40.691770644,0.7073146033,109.72416272445821,2.696470588235294
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Epic Pharma LLC,8740428.1,213531,62003.0,40.932829894,0.7103934476,140.9678257503669,3.4438817476573713
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Sandoz,8387296.54,218180,65669.0,38.442096159,0.6818800422,127.72078971813184,3.322420015532443
DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,Brand,Lannett Co. Inc,6538455.45,165900,66912.0,39.412028029,0.6856282899,97.71723233500718,2.4793758967001436
DEXTROSE 10%-0.45% NACL,DEXTROSE 10 % AND 0.45 % NACL,Brand,Overall,3349.22,52,16.0,64.408076923,0.0086543152,209.32625,3.25
DEXTROSE 10%-0.45% NACL,DEXTROSE 10 % AND 0.45 % NACL,Brand,B.Braun,3349.22,52,16.0,64.408076923,0.0086543152,209.32625,3.25
DEXTROSE 5%-0.2% NACL,DEXTROSE 5 %-0.2 % SOD CHLORID,Brand,Overall,1744.62,95,39.0,18.364421053,0.0071208108,44.73384615384615,2.4358974358974357
DEXTROSE 5%-0.2% NACL,DEXTROSE 5 %-0.2 % SOD CHLORID,Brand,Baxter Healthca,1744.62,95,39.0,18.364421053,0.0071208108,44.73384615384615,2.4358974358974357
DEXTROSE 5%-0.45% NACL,DEXTROSE 5 %-0.45 % SOD CHLORD,Brand,Overall,507992.73,23499,13827.0,21.617631814,0.0067985874,36.7391863744847,1.6995009763506184
DEXTROSE 5%-0.45% NACL,DEXTROSE 5 %-0.45 % SOD CHLORD,Brand,Baxter Healthca,459570.28,20853,12391.0,22.038569031,0.0071267753,37.0890388184973,1.682915018965378
DEXTROSE 5%-0.45% NACL,DEXTROSE 5 %-0.45 % SOD CHLORD,Brand,Fresenius Kabi,3416.33,235,201.0,14.537574468,0.0057561941,16.996666666666666,1.1691542288557213
DEXTROSE 5%-0.45% NACL,DEXTROSE 5 %-0.45 % SOD CHLORD,Brand,B.Braun,45006.12,2411,1424.0,18.666992949,0.0040616569,31.605421348314607,1.6931179775280898
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,Brand,Overall,171394.1,7223,4340.0,23.728935345,0.0072000248,39.49172811059908,1.6642857142857144
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,Brand,Fresenius Kabi,517.9,33,26.0,15.693939394,0.0066825806,19.91923076923077,1.2692307692307692
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,Brand,Baxter Healthca,147867.25,6253,3830.0,23.647409244,0.0075048847,38.60763707571802,1.6326370757180158
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,Brand,B.Braun,23008.95,937,533.0,24.555976521,0.0051837883,43.1687617260788,1.7579737335834897
DEXTROSE IN LACTATED RINGERS,DEXTROSE 5%-LACTATED RINGERS,Brand,Overall,56642.66,1171,379.0,48.37118702,0.0086751081,149.45292875989446,3.0897097625329817
DEXTROSE IN LACTATED RINGERS,DEXTROSE 5%-LACTATED RINGERS,Brand,Baxter Healthca,34698.78,700,119.0,49.569685714,0.005918515,291.5863865546218,5.882352941176471
DEXTROSE IN LACTATED RINGERS,DEXTROSE 5%-LACTATED RINGERS,Brand,B.Braun,21943.88,471,269.0,46.589978769,0.0127719556,81.57576208178439,1.7509293680297398
DEXTROSE IN WATER,DEXTROSE 10 % IN WATER,Brand,Overall,19313.3,468,162.0,41.267735043,0.0118757139,119.21790123456789,2.888888888888889
DEXTROSE IN WATER,DEXTROSE 10 % IN WATER,Brand,B.Braun,3497.46,145,24.0,24.120413793,0.0060808154,145.7275,6.041666666666667
DEXTROSE IN WATER,DEXTROSE 10 % IN WATER,Brand,Baxter Healthca,15815.84,323,142.0,48.965448916,0.014477139,111.37915492957747,2.2746478873239435
DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,Brand,Overall,420004.57,18364,8517.0,22.871083097,0.0277703615,49.313675002935305,2.1561582716919103
DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,Brand,Hospira/Pfizer,299.04,17,,17.590588235,0.0187485893,,
DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,Brand,Baxter Healthca,388062.08,15634,7636.0,24.821675835,0.031269638,50.820073336825565,2.0474070193818754
DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,Brand,Fresenius Kabi,1569.08,116,79.0,13.526551724,0.0062262609,19.861772151898734,1.4683544303797469
DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,Brand,B.Braun,30074.37,2597,920.0,11.580427416,0.0077260013,32.68953260869565,2.8228260869565216
DEXTROSE IN WATER,DEXTROSE 50 % IN WATER,Brand,Overall,4926.99,214,141.0,23.023317757,0.2263309574,34.9431914893617,1.5177304964539007
DEXTROSE IN WATER,DEXTROSE 50 % IN WATER,Brand,International M,2853.99,99,82.0,28.828181818,0.2919682864,34.804756097560976,1.2073170731707317
DEXTROSE IN WATER,DEXTROSE 50 % IN WATER,Brand,Hospira/Pfizer,2073.0,115,62.0,18.026086957,0.1698257785,33.435483870967744,1.8548387096774193
DEXTROSE IN WATER,DEXTROSE 70 % IN WATER,Brand,Overall,23208.99,331,43.0,70.117794562,0.010274964,539.7439534883721,7.6976744186046515
DEXTROSE IN WATER,DEXTROSE 70 % IN WATER,Brand,Baxter Healthca,23208.99,331,43.0,70.117794562,0.010274964,539.7439534883721,7.6976744186046515
DHIVY,CARBIDOPA/LEVODOPA,Brand,Overall,994703.16,1634,479.0,608.75346389,3.1759360153,2076.6245511482257,3.4112734864300625
DHIVY,CARBIDOPA/LEVODOPA,Brand,Avion Pharmaceu,994703.16,1634,479.0,608.75346389,3.1759360153,2076.6245511482257,3.4112734864300625
DIACOMIT,STIRIPENTOL,Brand,Overall,1207655.02,229,25.0,5273.6027074,37.638785328,48306.2008,9.16
DIACOMIT,STIRIPENTOL,Brand,"Biocodex, Inc",1207655.02,229,25.0,5273.6027074,37.638785328,48306.2008,9.16
DIASTAT ACUDIAL,DIAZEPAM,Brand,Overall,22840.07,57,51.0,400.70298246,338.55136525,447.84450980392154,1.1176470588235294
DIASTAT ACUDIAL,DIAZEPAM,Brand,Bausch Health U,22840.07,57,51.0,400.70298246,338.55136525,447.84450980392154,1.1176470588235294
DIAZEPAM*,DIAZEPAM,Brand,Overall,22544338.74,2933143,872368.0,7.6860687461,1.1780625918,25.84269338169213,3.362277158263485
DIAZEPAM*,DIAZEPAM,Brand,Pharm Assoc Inc,1613.47,32,17.0,50.4209375,0.2979630656,94.91,1.8823529411764706
DIAZEPAM*,DIAZEPAM,Brand,Teva USA*,13511073.54,2506646,767111.0,5.3901003732,0.1158980114,17.61293155749298,3.2676444478048157
DIAZEPAM*,DIAZEPAM,Brand,Mylan,1980258.31,392745,120985.0,5.0420968058,0.1064021577,16.36780022316816,3.2462288713476877
DIAZEPAM*,DIAZEPAM,Brand,Roxane/West-War,375227.9,9645,2448.0,38.903877657,0.2523181441,153.2793709150327,3.939950980392157
DIAZEPAM*,DIAZEPAM,Brand,Major Pharmaceu,270.95,15,,18.063333333,0.1407532468,,
DIAZEPAM*,DIAZEPAM,Brand,Lupin Pharmaceu,47390.22,82,74.0,577.9295122,263.8873639,640.4083783783784,1.1081081081081081
DIAZEPAM*,DIAZEPAM,Brand,Oceanside Pharm,6411203.03,11303,5421.0,567.21251261,273.49934099,1182.660584762959,2.0850396605792287
DIAZEPAM*,DIAZEPAM,Brand,West-Ward/Hikma,6144.25,81,53.0,75.854938272,9.1296433878,115.92924528301887,1.528301886792453
DIAZEPAM*,DIAZEPAM,Brand,Mayne Pharma In,52386.81,7564,3859.0,6.9258077737,0.1279837245,13.575229334024359,1.9600932884166882
DIAZEPAM*,DIAZEPAM,Brand,Mylan Instituti,29824.23,4187,1152.0,7.1230546931,0.1788461067,25.889088541666666,3.634548611111111
DIAZEPAM*,DIAZEPAM,Brand,Dash/Natco Phar,25600.23,330,77.0,77.576454545,4.5010255347,332.4705194805195,4.285714285714286
DIAZEPAM*,DIAZEPAM,Brand,Hospira/Pfizer,87894.53,357,168.0,246.20316527,9.7571937577,523.1817261904762,2.125
DIAZEPAM*,DIAZEPAM,Brand,Chartwell Rx Ll,14890.89,142,90.0,104.86542254,1.6543311721,165.45433333333332,1.5777777777777777
DIAZEPAM*,DIAZEPAM,Brand,Lannett Co. Inc,560.38,14,13.0,40.027142857,1.0573207547,43.106153846153845,1.0769230769230769
DIAZOXIDE,DIAZOXIDE,Generic,Overall,2565296.74,2276,525.0,1127.1075308,8.4549147364,4886.279504761906,4.335238095238095
DIAZOXIDE,DIAZOXIDE,Generic,Par Pharm.,1173763.74,991,276.0,1184.423552,8.5401280549,4252.767173913044,3.5905797101449277
DIAZOXIDE,DIAZOXIDE,Generic,E5 Pharma,1391533.0,1285,404.0,1082.9050584,8.3891976946,3444.388613861386,3.1806930693069306
DICHLORPHENAMIDE,DICHLORPHENAMIDE,Generic,Overall,451753.68,23,,19641.464348,244.85294309,,
DICHLORPHENAMIDE,DICHLORPHENAMIDE,Generic,Torrent Pharmac,451753.68,23,,19641.464348,244.85294309,,
DICLEGIS,DOXYLAMINE SUCCINATE/VIT B6,Brand,Overall,17080.43,51,34.0,334.91039216,4.8913029782,502.3655882352941,1.5
DICLEGIS,DOXYLAMINE SUCCINATE/VIT B6,Brand,"Duchesnay USA,",17080.43,51,34.0,334.91039216,4.8913029782,502.3655882352941,1.5
DICLOFENAC EPOLAMINE,DICLOFENAC EPOLAMINE,Generic,Overall,103403811.95,153910,34754.0,671.8459616,10.707145012,2975.30678339184,4.428554986476377
DICLOFENAC EPOLAMINE,DICLOFENAC EPOLAMINE,Generic,"Yaral Pharma, I",4364141.77,7356,3509.0,593.27647771,9.8727527888,1243.6995639783413,2.096323738956968
DICLOFENAC EPOLAMINE,DICLOFENAC EPOLAMINE,Generic,Greenstone LLC.,22876479.33,38844,12425.0,588.93212156,9.8034001478,1841.1653384305835,3.1262776659959757
DICLOFENAC EPOLAMINE,DICLOFENAC EPOLAMINE,Generic,Teva USA,76163190.85,107710,25827.0,707.11346068,11.090051471,2948.9755236767724,4.170441785728114
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Overall,43042043.75,334221,147980.0,128.78318164,1.7911910209,290.8639258683606,2.2585552101635358
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Amici Pharmaceu,214416.4,4969,2903.0,43.150815053,0.8182926317,73.86028246641405,1.711677574922494
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Advagen Pharma,7822242.62,158736,77766.0,49.278315064,0.8803529785,100.58692256255948,2.0412005246508755
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Ascend Laborato,966776.39,832,330.0,1161.9908534,52.016377381,2929.6254242424243,2.521212121212121
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Archis Pharma L,887223.32,23159,14003.0,38.310087655,0.6105082974,63.35951724630436,1.6538598871670356
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Aurobindo Pharm,903875.58,784,353.0,1152.9025255,8.8286343036,2560.5540509915013,2.2209631728045327
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Mylan/Archis Ph,316434.66,9877,5916.0,32.037527589,0.7247934199,53.487941176470585,1.6695402298850575
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Avet Pharmaceut,12201.72,23,15.0,530.50956522,7.5319259259,813.448,1.5333333333333334
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Teva USA,4169926.03,74377,39840.0,56.064724713,0.8712153551,104.66681802208835,1.8668925702811245
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Ingenus Pharmac,767724.91,21356,13834.0,35.94890944,0.6986538904,55.4955117825647,1.5437328321526673
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Trifluent Pharm,5677547.7,1940,911.0,2926.5709794,22.638652658,6232.214818880351,2.129527991218441
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Par Pharm.,452345.71,423,189.0,1069.3752009,61.285152418,2393.3635449735452,2.238095238095238
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Zydus Pharmaceu,1368726.86,29240,15569.0,46.810084131,0.7107485484,87.91360138737235,1.8780910784250755
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Leading Pharma,841814.88,968,463.0,869.64347107,16.260914688,1818.174686825054,2.0907127429805614
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Ina Pharmaceuti,17950670.81,6710,2250.0,2675.2117452,22.10772308,7978.075915555555,2.982222222222222
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Generic,Camber Pharmace,690116.16,827,298.0,834.48145103,58.943983601,2315.8260402684564,2.7751677852348995
DICLOFENAC SODIUM ER,DICLOFENAC SODIUM,Brand,Overall,10905664.42,169845,59234.0,64.209511143,1.2428768258,184.11156464192862,2.8673565857446737
DICLOFENAC SODIUM ER,DICLOFENAC SODIUM,Brand,Oceanside Pharm,3926404.96,69488,27768.0,56.504791619,1.2460446162,141.40035148372226,2.5024488619994236
DICLOFENAC SODIUM ER,DICLOFENAC SODIUM,Brand,Lannett Co. Inc,3707603.33,50439,22250.0,73.506677967,1.2736055584,166.6338575280899,2.266921348314607
DICLOFENAC SODIUM ER,DICLOFENAC SODIUM,Brand,Ingenus Pharmac,2604817.4,38768,16446.0,67.189883409,1.2182279317,158.38607564149336,2.357290526571811
DICLOFENAC SODIUM ER,DICLOFENAC SODIUM,Brand,Edenbridge Phar,666838.73,11150,7138.0,59.806164126,1.1698309387,93.42094844494255,1.5620622022975623
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Overall,396080706.16,8423585,3196668.0,47.020443927,0.3808370305,123.90423596069408,2.6351141250827426
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Puretek Corpora,273587.69,187,80.0,1463.0357754,8.1328088585,3419.846125,2.3375
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Sandoz*,347722.78,20533,14877.0,16.93482589,3.4858844013,23.373178732271292,1.3801841769173893
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Repharm LLC,7113.67,458,199.0,15.532030568,0.2557662542,35.74708542713568,2.301507537688442
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Rising Pharm*,28659194.91,1610188,627376.0,17.798663827,0.230091549,45.681050773379916,2.566543826987325
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Taro Pharm USA,8442401.07,17438,10073.0,484.13815059,3.1274751343,838.1218177305669,1.7311625136503523
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,International B,542.94,12,,45.245,0.3016333333,,
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,Perrigo/Padagis,3745231.98,199484,108909.0,18.774598364,0.1318178775,34.388636200864944,1.8316576224187164
DICLOFENAC SODIUM*,DICLOFENAC SODIUM,Brand,"IGI Labs, Inc./",2760.01,31,16.0,89.032580645,0.5452410115,172.500625,1.9375
